//|================================================================|
//| Zythe CashShop Editor                                          |
//| Credit: Zyth3/louis                          [skype:tec-facil] |
//|================================================================|
//Cat	ID	Main	Item	Coin	Price	Bonus	PBase1	PBase2	PBase3	PBase4	PBase5	PBase6	PBase7	PBase8	PBase9	PBase10	PMain1	PMain2	PMain3	PMain4	PMain5	PMain6	PMain7	PMain8	PMain9	PMain10	Comment
46	512	512	1	508	200	0	5120	0	0	0	0	0	0	0	0	0	5120	0	0	0	0	0	0	0	0	0	// Seed Sphere (Lightning)
46	513	513	1	508	200	0	5130	0	0	0	0	0	0	0	0	0	5130	0	0	0	0	0	0	0	0	0	// Seed Sphere (Earth)
46	514	514	1	508	250	0	5140	0	0	0	0	0	0	0	0	0	5140	0	0	0	0	0	0	0	0	0	// Seed Sphere (Fire)
46	515	515	1	508	250	0	5150	0	0	0	0	0	0	0	0	0	5150	0	0	0	0	0	0	0	0	0	// Seed Sphere (Water)
46	516	516	1	508	250	0	5160	0	0	0	0	0	0	0	0	0	5160	0	0	0	0	0	0	0	0	0	// Seed Sphere (Ice)
46	517	517	1	508	250	0	5170	0	0	0	0	0	0	0	0	0	5170	0	0	0	0	0	0	0	0	0	// Seed Sphere (Wind)
46	518	518	1	508	250	0	5180	0	0	0	0	0	0	0	0	0	5180	0	0	0	0	0	0	0	0	0	// Seed Sphere (Lightning)
46	519	519	1	508	250	0	5190	0	0	0	0	0	0	0	0	0	5190	0	0	0	0	0	0	0	0	0	// Seed Sphere (Earth)
47	527	527	1	508	200	0	5270	0	0	0	0	0	0	0	0	0	5270	0	0	0	0	0	0	0	0	0	// Package Box A
47	528	528	1	508	200	0	5280	0	0	0	0	0	0	0	0	0	5280	0	0	0	0	0	0	0	0	0	// Package Box B
47	529	529	1	508	200	0	5290	0	0	0	0	0	0	0	0	0	5290	0	0	0	0	0	0	0	0	0	// Package Box C
47	530	530	1	508	200	0	5300	0	0	0	0	0	0	0	0	0	5300	0	0	0	0	0	0	0	0	0	// Package Box D
47	531	531	1	508	200	0	5310	0	0	0	0	0	0	0	0	0	5310	0	0	0	0	0	0	0	0	0	// Package Box E
47	532	532	1	508	200	0	5320	0	0	0	0	0	0	0	0	0	5320	0	0	0	0	0	0	0	0	0	// Package Box F
61	499	499	1	509	100	0	4990	0	0	0	0	0	0	0	0	0	4990	0	0	0	0	0	0	0	0	0	// Box of Luck
61	520	520	1	509	300	0	5200	0	0	0	0	0	0	0	0	0	5200	0	0	0	0	0	0	0	0	0	// Jewel of Bless
61	521	521	1	509	300	0	5210	0	0	0	0	0	0	0	0	0	5210	0	0	0	0	0	0	0	0	0	// Jewel of Soul
61	522	522	1	509	300	0	5220	0	0	0	0	0	0	0	0	0	5220	0	0	0	0	0	0	0	0	0	// Jewel of Life
61	523	523	1	509	300	0	5230	0	0	0	0	0	0	0	0	0	5230	0	0	0	0	0	0	0	0	0	// Jewel of Creation
61	524	524	1	509	500	0	5240	0	0	0	0	0	0	0	0	0	5240	0	0	0	0	0	0	0	0	0	// Jewel of Guardian
61	525	525	1	509	500	0	5250	0	0	0	0	0	0	0	0	0	5250	0	0	0	0	0	0	0	0	0	// Jewel of Harmony
61	526	526	1	509	500	0	5260	0	0	0	0	0	0	0	0	0	5260	0	0	0	0	0	0	0	0	0	// Higher refining stone
62	533	533	1	509	500	0	5330	0	0	0	0	0	0	0	0	0	5330	0	0	0	0	0	0	0	0	0	// Package Box A
62	534	534	1	509	500	0	5340	0	0	0	0	0	0	0	0	0	5340	0	0	0	0	0	0	0	0	0	// Package Box B
62	535	535	1	509	500	0	5350	0	0	0	0	0	0	0	0	0	5350	0	0	0	0	0	0	0	0	0	// Package Box C
62	536	536	1	509	500	0	5360	0	0	0	0	0	0	0	0	0	5360	0	0	0	0	0	0	0	0	0	// Package Box D
62	537	537	1	509	500	0	5370	0	0	0	0	0	0	0	0	0	5370	0	0	0	0	0	0	0	0	0	// Package Box E
62	538	538	1	509	500	0	5380	0	0	0	0	0	0	0	0	0	5380	0	0	0	0	0	0	0	0	0	// Package Box F
63	539	539	1	0	100	0	5390	0	0	0	0	0	0	0	0	0	5390	0	0	0	0	0	0	0	0	0	// Guardian Angel
63	540	540	1	0	100	0	5400	0	0	0	0	0	0	0	0	0	5400	0	0	0	0	0	0	0	0	0	// Imp
63	541	541	1	0	100	0	5410	0	0	0	0	0	0	0	0	0	5410	0	0	0	0	0	0	0	0	0	// Horn of Uniria
63	542	542	1	0	100	0	5420	0	0	0	0	0	0	0	0	0	5420	0	0	0	0	0	0	0	0	0	// Horn of Dinorant
63	543	543	1	0	500	0	5430	0	0	0	0	0	0	0	0	0	5430	0	0	0	0	0	0	0	0	0	// Dark Horse
63	544	544	1	0	500	0	5440	0	0	0	0	0	0	0	0	0	5440	0	0	0	0	0	0	0	0	0	// Dark Raven
63	551	551	1	0	200	0	5510	0	0	0	0	0	0	0	0	0	5510	0	0	0	0	0	0	0	0	0	// Pink Chocolate Box
63	554	554	1	0	200	0	5540	0	0	0	0	0	0	0	0	0	5540	0	0	0	0	0	0	0	0	0	// Red Chocolate Box
64	545	545	1	0	100	0	5450	0	0	0	0	0	0	0	0	0	5450	0	0	0	0	0	0	0	0	0	// Splinter of Armor
64	546	546	1	0	100	0	5460	0	0	0	0	0	0	0	0	0	5460	0	0	0	0	0	0	0	0	0	// Bless of Guardian
64	547	547	1	0	100	0	5470	0	0	0	0	0	0	0	0	0	5470	0	0	0	0	0	0	0	0	0	// Claw of Beast
64	548	548	1	0	100	0	5480	0	0	0	0	0	0	0	0	0	5480	0	0	0	0	0	0	0	0	0	// Fragment of Horn
64	549	549	1	0	100	0	5490	0	0	0	0	0	0	0	0	0	5490	0	0	0	0	0	0	0	0	0	// Broken Horn
64	550	550	1	0	100	0	5500	0	0	0	0	0	0	0	0	0	5500	0	0	0	0	0	0	0	0	0	// Moonstone Pendant
64	552	552	1	0	300	0	5520	0	0	0	0	0	0	0	0	0	5520	0	0	0	0	0	0	0	0	0	// Red Chocolate Box
64	553	553	1	0	300	0	5530	0	0	0	0	0	0	0	0	0	5530	0	0	0	0	0	0	0	0	0	// Box of Luck
end
